source,category,qid,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,feedback,tags
hlthcr,3. Who Receives Healthcare?,Q-PAT-037,mc,Which of the following is NOT a qualifying life event for a Special Enrollment Period?,Losing existing health coverage,Moving to a new state,Receiving a promotion at work,Having a baby,,,C,"A promotion does not change coverage status and is not a qualifying life event. Losing coverage, moving, and having a baby are all qualifying life events.",ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-038,mc,How many days do most Special Enrollment Periods give a person to select a new health plan?,30 days,45 days,60 days,90 days,,,C,Most Special Enrollment Periods provide a 60-day window before or after the qualifying life event to select a new health plan.,ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-039,mc,Marketplace plan eligibility depends on which of the following factors?,The applicant's job title and years of experience,"Income, household size, and residency",The applicant's credit score,The applicant's medical history,,,B,"Marketplace eligibility is determined by factors such as income, household size, and state residency.",ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-040,mc,Which of the following is a covered entity required to provide patients access to under HIPAA?,The provider's financial statements,Other patients' health records,The patient's own protected health information,The provider's internal staffing schedules,,,C,"Under HIPAA, covered entities must provide patients with access to their own protected health information.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-041,mc,Within how many days must a covered entity respond to a patient's request to access their health records?,7 days,14 days,30 days,60 days,,,C,HIPAA requires a covered entity to respond to a patient's access request within 30 days of receiving it.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-042,mc,"When a patient believes information in their health record is inaccurate, what HIPAA right can they exercise?",Right to delete all records,Right to amendment,Right to transfer their provider license,Right to waive all future treatment,,,B,Patients have the right to request amendments — corrections — to their health records if they believe the information is inaccurate or incomplete.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-043,mc,A provider may charge a reasonable fee for which of the following when a patient requests their records?,Searching for the records,Retrieving the records from storage,Copying and mailing the records,Locating the records in the system,,,C,Providers may charge a reasonable fee for copying and mailing health records but cannot charge for the search-and-retrieval effort.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-044,mc,"A patient wants their medical records sent to a new specialist. Under HIPAA, what can the patient do?",Nothing — only the original provider can decide where records go,Direct the covered entity to send a copy to the specialist,File a lawsuit to obtain the records,Ask the insurance company to transfer the records automatically,,,B,"Patients can direct a covered entity to send a copy of their health information to a third party of their choice, such as another doctor.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-045,mc,Where can a patient file a complaint if they believe their HIPAA privacy rights have been violated?,The local courthouse,The Federal Reserve Board,The U.S. Department of Health and Human Services (HHS),The Internal Revenue Service (IRS),,,C,Patients may file a complaint with HHS if they believe a covered entity has violated their HIPAA privacy rights.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-046,mc,What does the Notice of Privacy Practices explain to a patient?,The total cost of upcoming medical procedures,How the covered entity may use and disclose the patient's health information,The patient's remaining deductible balance,The provider's malpractice insurance coverage,,,B,The Notice of Privacy Practices is a plain-language document explaining how the entity may use and disclose the patient's health information.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-047,mc,Who is required to give patients a Notice of Privacy Practices?,Only hospitals,Only pharmacies,Health care providers and health plans,Only government agencies,,,C,The HIPAA Privacy Rule requires health care providers and health plans to give patients a Notice of Privacy Practices.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-048,mc,Which of the following must a clinician explain during the informed consent process?,The patient's insurance deductible amount,"The risks, benefits, and alternatives of the proposed treatment",The provider's personal medical history,The hospital's visiting hours,,,B,"Informed consent requires the clinician to explain the risks, benefits, and alternatives of a proposed procedure or treatment.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-049,mc,In which situation may informed consent be waived?,When the patient is in a hurry to leave the hospital,When the procedure is minor and low-risk,When there is a life-threatening emergency and no authorized decision-maker is available,When the provider has performed the procedure many times before,,,C,Informed consent may be waived in life-threatening emergencies when there is not enough time to obtain consent and no authorized decision-maker is available.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-050,mc,Who provides informed consent for a minor's medical treatment?,The minor themselves,A parent or legal guardian,The insurance company,The hospital administrator,,,B,"For children, a parent or legal guardian provides informed consent on their behalf.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-051,mc,What is a deductible in health insurance?,The monthly payment to keep the insurance policy active,A fixed dollar amount paid at each doctor visit,The amount a patient must pay out of pocket each year before the plan begins to pay its share,The percentage of costs the patient pays after meeting a threshold,,,C,A deductible is the annual amount a patient must pay out of pocket for covered services before the insurance plan begins to pay.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-052,mc,A patient pays a flat $30 each time they visit a doctor. What is this payment called?,Premium,Deductible,Copayment,Coinsurance,,,C,A copayment (copay) is a fixed dollar amount a patient pays for a covered service at the time of the visit.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-053,mc,"After meeting the deductible, a patient pays 30% and the plan pays 70% of covered service costs. What is the patient's 30% share called?",Copayment,Premium,Coinsurance,Out-of-pocket maximum,,,C,Coinsurance is the percentage of a covered service's cost that the patient pays after meeting the deductible.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-054,mc,What is the out-of-pocket maximum?,The most a provider can charge for a single service,The most a patient will pay for covered services in a plan year before the plan pays 100%,The total amount the insurance company pays over a patient's lifetime,The maximum premium a plan can charge per month,,,B,"The out-of-pocket maximum is the most a patient will pay for covered services in a plan year; once reached, the health plan pays 100% of covered costs.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-055,mc,What does an Explanation of Benefits (EOB) show?,The patient's credit score and payment history,"What was billed, what the plan paid, and what the patient owes",The provider's internal cost of delivering care,The patient's complete medical history,,,B,"An EOB is a summary from the health plan showing what was billed, what the plan paid, and what the patient may owe.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-056,mc,Why should a patient compare their EOB with the provider's bill?,To verify that the provider is board-certified,To confirm that services and amounts match before making a payment,To check the insurance company's financial rating,To see which medications are on the formulary,,,B,Patients should compare the EOB with the provider bill to confirm that services and amounts match and to catch any billing errors.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-057,mc,What does patient engagement refer to?,The number of times a patient visits the emergency room,"A patient's knowledge, skills, and confidence to actively participate in their own health care",The provider's effort to market services to patients,The length of time a patient has been enrolled in a plan,,,B,"Patient engagement refers to a patient's knowledge, skills, and confidence to actively participate in their own health care decisions.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-058,mc,Which of the following best describes the relationship between a subscriber and a dependent?,The subscriber works for the dependent's employer,The subscriber holds the insurance contract and the dependent is a covered family member,The dependent selects the insurance plan and the subscriber pays for it,The subscriber and dependent must live at the same address,,,B,"The subscriber is the primary individual who holds the insurance contract, and the dependent is a family member covered under that contract.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-059,mc,Which of the following people can be a dependent on a subscriber's health plan?,The subscriber's coworker,The subscriber's neighbor,The subscriber's spouse,The subscriber's insurance agent,,,C,"A dependent is a family member — such as a spouse, child, or domestic partner — who is covered under the subscriber's plan.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-060,mc,What is Open Enrollment?,A penalty-free period after missing a premium payment,"The annual period when anyone can enroll in, renew, or change a Marketplace plan",A one-time enrollment opportunity available only to new employees,A government program that automatically enrolls uninsured citizens,,,B,"Open Enrollment is the annual period when anyone can enroll in, renew, or change a Health Insurance Marketplace plan.",ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-061,mc,A person loses their employer-sponsored health insurance. What enrollment opportunity becomes available?,Open Enrollment begins immediately,A Special Enrollment Period triggered by the qualifying life event,Automatic enrollment in Medicaid,A one-year waiting period before any new enrollment,,,B,"Losing existing health coverage is a qualifying life event that triggers a Special Enrollment Period, allowing the person to enroll in a Marketplace plan outside of Open Enrollment.",ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-062,mc,Which factor determines eligibility for employer-sponsored health insurance?,The employee's household income,The employer's plan rules,The employee's state of residency,The employee's credit history,,,B,"Eligibility for employer-sponsored health insurance is determined by the employer's plan rules, such as work hours and employment status.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-063,mc,Which of the following can a patient request under HIPAA besides accessing their own records?,Deleting all records from every provider they have ever visited,Amendments to inaccurate or incomplete information in their records,A copy of another patient's records for comparison,A refund of all copayments made in the past year,,,B,"Under HIPAA, patients have the right to request amendments to their health records if they believe the information is inaccurate or incomplete.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-064,mc,"A patient asks their doctor's office to send medical records to a family member. Under HIPAA, which statement is correct?",The office must refuse because records can only go to the patient,The office can send the records only if the family member is a doctor,The patient can direct the covered entity to send records to a third party of their choice,The office must get permission from the insurance company first,,,C,"Under HIPAA, patients can direct a covered entity to send a copy of their health information to a third party of their choice, including a family member.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-065,mc,Which entity enforces HIPAA and receives patient privacy complaints?,The Centers for Disease Control and Prevention (CDC),The Food and Drug Administration (FDA),The U.S. Department of Health and Human Services (HHS),The Social Security Administration (SSA),,,C,"Patients have the right to file a HIPAA privacy complaint with HHS, which enforces the HIPAA Privacy Rule through its Office for Civil Rights.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-066,mc,When must a patient receive a Notice of Privacy Practices?,Only when they are admitted to a hospital,Only when they file an insurance claim,At or before their first encounter with a covered health care provider or health plan,Only when they request it in writing,,,C,"HIPAA requires covered entities to provide the Notice of Privacy Practices at or before the first delivery of service, ensuring patients know how their information may be used.",HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-067,mc,What type of document is the Notice of Privacy Practices written in?,Medical terminology only clinicians can understand,Legal language designed for attorneys,Plain language so patients can understand it,Encrypted text for security purposes,,,C,The Notice of Privacy Practices is a plain-language document designed so patients can understand how their health information may be used and disclosed.,HIPAA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-068,mc,Informed consent is best described as which of the following?,A one-time signature on an admission form,A communication process between clinician and patient about a proposed treatment,A billing authorization from the insurance company,A legal contract between the hospital and the patient's employer,,,B,"Informed consent is a communication process in which a clinician explains the risks, benefits, and alternatives of a proposed treatment so the patient can make a voluntary, informed decision.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-069,mc,Which of the following is NOT part of the informed consent discussion?,Risks of the proposed treatment,Benefits of the proposed treatment,The provider's salary information,Alternatives to the proposed treatment,,,C,"Informed consent covers risks, benefits, and alternatives of a proposed treatment. The provider's salary is irrelevant to the consent process.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-070,mc,An unconscious patient arrives at the emergency room with a life-threatening injury and no family is present. What happens with informed consent?,Treatment is delayed until a family member arrives,The hospital must get a court order before treating,Informed consent may be waived so emergency treatment can proceed,The insurance company provides consent on the patient's behalf,,,C,"In life-threatening emergencies where the patient cannot consent and no authorized decision-maker is available, informed consent may be waived.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-071,mc,Which cost-sharing component does a patient pay before the insurance plan begins covering services?,Copayment,Premium,Deductible,Coinsurance,,,C,The deductible is the amount a patient must pay out of pocket for covered services each year before the insurance plan begins paying its share.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-072,mc,How does a copayment differ from coinsurance?,A copayment is a percentage and coinsurance is a fixed amount,A copayment is a fixed dollar amount and coinsurance is a percentage of the cost,A copayment applies before the deductible and coinsurance applies after,There is no difference; they are the same thing,,,B,"A copayment is a fixed dollar amount (e.g., $25), while coinsurance is a percentage of the service cost (e.g., 20%) paid after the deductible.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-073,mc,Which cost-sharing component is paid monthly to keep health insurance coverage active?,Deductible,Coinsurance,Copayment,Premium,,,D,"A premium is the amount paid — usually monthly — to maintain health insurance coverage, regardless of whether the patient uses any medical services.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-074,mc,"Once a patient reaches their out-of-pocket maximum for the year, who pays for additional covered services?",The patient continues to pay copays only,The health plan pays 100% of covered costs,Costs are split 50/50 between the patient and the plan,The patient must purchase supplemental insurance,,,B,"Once the out-of-pocket maximum is reached, the health plan pays 100% of covered costs for the remainder of the plan year.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-075,mc,"A patient receives an EOB that lists a $500 charge, $350 paid by the plan, and $150 as the patient's responsibility. What should the patient do next?",Pay $500 immediately to the provider,Ignore the EOB since it is not a bill,Compare the EOB with the provider's bill to confirm the amounts match before paying,Contact the IRS to report the charge,,,C,Patients should compare the EOB from their health plan with the provider's bill to confirm that services and amounts match before making any payment.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-076,mc,What is patient activation?,The process of registering for a health insurance plan,"A patient's knowledge, skills, and confidence to manage their own health care",The moment a patient's insurance coverage becomes effective,A provider's decision to admit a patient to the hospital,,,B,"Patient activation refers to a patient's knowledge, skills, and confidence to actively participate in their own health care decisions.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-077,mc,Research shows that higher patient engagement is associated with which outcome?,Longer hospital stays,Higher overall healthcare costs,Better health outcomes and lower costs,Fewer doctor visits and less preventive care,,,C,Studies show that higher patient activation and engagement is associated with better health outcomes and lower healthcare costs.,basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-078,mc,Which of the following is an example of a domestic partner being a dependent?,A coworker who shares an office with the subscriber,A person in a committed relationship who is covered under the subscriber's health plan,A roommate who splits rent with the subscriber,A business partner who co-owns a company with the subscriber,,,B,"A domestic partner in a committed relationship can be listed as a dependent under the subscriber's health plan, depending on the plan's rules.",basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-079,mc,Moving to a new state is considered what type of event for health insurance purposes?,An open enrollment trigger,A premium adjustment event,A qualifying life event,A coverage termination event,,,C,"Moving to a new coverage area is a qualifying life event that triggers a Special Enrollment Period, allowing the person to enroll in or change a Marketplace plan.",ACA;basic
hlthcr,3. Who Receives Healthcare?,Q-PAT-080,mc,Which of the following statements about a health insurance premium is correct?,The premium is only charged in months when the patient sees a doctor,The premium counts toward the patient's deductible,The premium is paid regardless of whether the patient uses medical services,The premium is refunded at the end of the year if no claims are filed,,,C,"A premium is paid — usually monthly — to maintain coverage, whether or not the patient uses any medical services.",basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-001,tf,Protected Health Information (PHI) is only protected under HIPAA when it is stored electronically.,,,,,,,False,"PHI is protected under HIPAA regardless of its form — electronic, paper, or oral.",HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-002,tf,The minimum necessary standard applies to disclosures of PHI for treatment purposes between health care providers.,,,,,,,False,Disclosures of PHI for treatment purposes between health care providers are exempt from the minimum necessary requirement.,HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-003,tf,A business associate must sign a written agreement to comply with HIPAA rules before handling PHI on behalf of a covered entity.,,,,,,,True,A business associate is required to sign a written agreement (Business Associate Agreement) to comply with HIPAA rules before handling PHI on behalf of a covered entity.,HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-004,tf,"The United States transitioned from ICD-9 to ICD-10 on October 1, 2015.",,,,,,,True,"The U.S. transitioned from ICD-9 to ICD-10 on October 1, 2015, expanding from approximately 14,000 diagnosis codes to approximately 69,000.",basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-005,tf,An in-network provider has a contract with the patient's health insurer to provide services at pre-negotiated rates.,,,,,,,True,"An in-network provider has a contract with the patient's health insurer to provide services at pre-negotiated rates, which results in lower out-of-pocket costs for the patient.",basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-006,mc,Which of the following best defines Protected Health Information (PHI)?,Any medical data stored in a hospital's computer system,"Individually identifiable health information relating to a person's health, care, or payment for care",A patient's name and address regardless of whether it is linked to health data,Only electronic records that contain diagnosis codes,,,B,"PHI is individually identifiable health information that relates to a person's past, present, or future physical or mental health, the provision of health care, or payment for health care.",HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-007,mc,Which of the following is an example of a common identifier included in PHI?,A patient's favorite color,A patient's Social Security Number linked to health information,The brand of medical equipment used during treatment,The name of the hospital's CEO,,,B,"PHI includes common identifiers such as a patient's name, address, date of birth, and Social Security Number when they are associated with health information.",HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-008,mc,What does the HIPAA Privacy Rule establish?,Technical standards for encrypting electronic health records,National standards for protecting individually identifiable health information,Reimbursement rates for Medicare claims,Licensing requirements for health care providers,,,B,The HIPAA Privacy Rule establishes national standards for protecting individually identifiable health information held or transmitted by covered entities and their business associates.,HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-009,mc,What does the minimum necessary standard require covered entities to do?,Share all available PHI to ensure thorough treatment,Limit the use and disclosure of PHI to the minimum amount needed for the intended purpose,Store the minimum number of patient records required by law,Require patients to provide the minimum amount of personal information,,,B,The minimum necessary standard requires covered entities to make reasonable efforts to limit the use and disclosure of PHI to the minimum amount needed to accomplish the intended purpose.,HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-010,mc,Which of the following is NOT one of the three types of HIPAA covered entities?,Health plans,Health care clearinghouses,Pharmaceutical manufacturers,Health care providers who transmit health information electronically,,,C,"HIPAA defines three types of covered entities: health plans, health care clearinghouses, and health care providers who transmit health information electronically. Pharmaceutical manufacturers are not covered entities.",HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-011,mc,Which three categories of safeguards does the HIPAA Security Rule require?,"Administrative, physical, and technical","Clinical, financial, and operational","Federal, state, and local","Preventive, detective, and corrective",,,A,"The HIPAA Security Rule requires three categories of safeguards: administrative (policies and procedures), physical (protection of facilities and equipment), and technical (technology controls for access and data protection).",HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-012,mc,"Under the HIPAA Breach Notification Rule, within how many days must a covered entity notify affected individuals of a breach of unsecured PHI?",30 days,60 days,90 days,120 days,,,B,The Breach Notification Rule requires covered entities to notify affected individuals without unreasonable delay and no later than 60 days after discovering the breach.,HIPAA;basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-013,mc,Which coding system is used to classify medical diagnoses?,CPT,ICD,HCPCS Level II,NPI,,,B,ICD (International Classification of Diseases) codes are standardized codes used to represent medical diagnoses and inpatient procedures on claims and medical records.,basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-014,mc,"What type of codes are CPT codes, and who maintains them?",Diagnosis codes maintained by the World Health Organization,Supply codes maintained by CMS,5-digit procedure codes maintained by the American Medical Association (AMA),7-character condition codes maintained by HHS,,,C,CPT (Current Procedural Terminology) codes are 5-digit numeric codes maintained by the American Medical Association (AMA) that identify medical services and procedures.,basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-015,mc,What is an Electronic Health Record (EHR)?,A paper chart stored in a filing cabinet at the provider's office,A digital version of a patient's medical history maintained by the provider over time,An insurance claim submitted electronically to a health plan,A billing statement sent to the patient after a visit,,,B,"An EHR is a digital version of a patient's medical history maintained by the provider over time, including demographics, medications, vital signs, immunizations, lab results, and radiology reports.",basic
hlthcr,4. Healthcare Data and Privacy,Q-DAT-016,tf,"PHI includes information about a person's past, present, or future physical or mental health condition.",,,,,,,True,"By definition, PHI covers individually identifiable health information relating to past, present, or future health, care, or payment for care.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-017,tf,A patient's date of birth becomes PHI only when it is linked to health information.,,,,,,,True,Common identifiers such as date of birth become PHI when they are associated with health information about the individual.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-018,tf,A conversation between a doctor and a nurse about a patient's diagnosis is not considered PHI because it is spoken aloud.,,,,,,,False,"PHI is protected under HIPAA regardless of form, including oral communications.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-019,tf,"Under the HIPAA Privacy Rule, patients have the right to obtain a copy of their own protected health information.",,,,,,,True,"The HIPAA Privacy Rule gives individuals the right to access, inspect, and obtain a copy of their own PHI.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-020,tf,A health care clearinghouse is one of the three types of HIPAA covered entities.,,,,,,,True,"HIPAA defines three types of covered entities — health plans, health care clearinghouses, and certain health care providers.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-021,tf,"The HIPAA Security Rule applies to all forms of PHI, including paper records and oral communications.",,,,,,,False,"The HIPAA Security Rule specifically protects electronic PHI (ePHI). The Privacy Rule, not the Security Rule, covers PHI in all forms.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-022,tf,Physical safeguards under the HIPAA Security Rule include policies for protecting facilities and equipment that store ePHI.,,,,,,,True,"Physical safeguards address the protection of physical facilities, workstations, and devices that store or access ePHI.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-023,tf,"When a breach of unsecured PHI affects 500 or more residents of a state, the covered entity must notify prominent media outlets.",,,,,,,True,The Breach Notification Rule requires media notification when a breach affects 500 or more residents of a state or jurisdiction.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-024,tf,Breaches of unsecured PHI that affect fewer than 500 individuals do not need to be reported to HHS at all.,,,,,,,False,"Smaller breaches (fewer than 500 individuals) must still be reported to HHS, but they are submitted annually rather than within 60 days.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-025,tf,ICD-10-PCS codes are used by all health care providers in every clinical setting to code diagnoses.,,,,,,,False,ICD-10-PCS codes are used specifically for inpatient hospital procedures. ICD-10-CM codes are used by all providers to code diagnoses.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-026,tf,"ICD-10 codes can be up to 7 characters long, providing more clinical detail than ICD-9 codes.",,,,,,,True,"ICD-10 codes can be up to 7 characters, compared to shorter ICD-9 codes, allowing more detail about location, severity, and type of condition.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-027,tf,CPT codes are maintained by the Centers for Medicare and Medicaid Services (CMS).,,,,,,,False,"CPT codes are maintained by the American Medical Association (AMA), not CMS. HCPCS Level II codes are maintained by CMS.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-028,tf,Patients typically pay less when they receive care from an out-of-network provider compared to an in-network provider.,,,,,,,False,"Out-of-network providers do not have pre-negotiated rates with the insurer, so patients typically pay significantly more.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-029,tf,One benefit of Electronic Health Records is reducing the duplication of tests for patients.,,,,,,,True,EHRs help reduce duplication of tests by making health information available electronically to authorized providers.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-030,tf,HCPCS Level II codes are the same as CPT codes.,,,,,,,False,"HCPCS Level I consists of CPT codes, not Level II. Level II covers products, supplies, and services not included in CPT.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-031,tf,A business associate may handle PHI on behalf of a covered entity without any written agreement as long as both parties verbally agree.,,,,,,,False,A business associate must sign a written Business Associate Agreement before handling PHI on behalf of a covered entity.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-032,tf,"The HIPAA Security Rule requires covered entities and business associates to ensure the confidentiality, integrity, and availability of ePHI.",,,,,,,True,"The Security Rule establishes national standards to protect ePHI, requiring confidentiality, integrity, and availability.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-033,tf,Certified EHR technology stores patient data in an unstructured format that requires manual sorting by providers.,,,,,,,False,"Certified EHR technology stores patient data in a structured format that allows easy retrieval, transfer, and use.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-034,tf,"The transition from ICD-9 to ICD-10 expanded the number of available diagnosis codes from approximately 14,000 to approximately 69,000.",,,,,,,True,"The ICD-10 transition dramatically increased the number of available diagnosis codes from roughly 14,000 to roughly 69,000.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-035,mc,Which of the following categories of information does PHI relate to?,"A person's health condition, health care provision, or payment for health care",A person's employment history and salary information,A person's educational background and academic records,A person's criminal record and court proceedings,,,A,"PHI relates to a person's past, present, or future health, the provision of health care, or payment for health care.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-036,mc,Which of the following is NOT typically considered a common PHI identifier?,Patient's name,Patient's blood type when not linked to any identifying information,Patient's Social Security Number linked to health data,Patient's home address linked to health data,,,B,"A blood type by itself, with no link to an individual's identity, is not PHI. PHI requires both health data and an identifier.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-037,mc,PHI is protected under HIPAA in which of the following forms?,Electronic only,Electronic and paper only,"Electronic, paper, and oral",Paper and oral only,,,C,"HIPAA protects PHI regardless of its form — electronic, paper, or oral.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-038,mc,The HIPAA Privacy Rule applies to which of the following?,Only hospitals and physician offices,Covered entities and their business associates,Only health insurance companies,Only federal government health programs,,,B,The Privacy Rule establishes standards for covered entities and their business associates regarding the protection of PHI.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-039,mc,What is the purpose of the minimum necessary standard?,To require the smallest possible electronic file size for health records,To limit PHI use and disclosure to the minimum amount needed for the intended purpose,To ensure that only the minimum number of staff members have access to medical equipment,To set the minimum number of patient visits required before PHI can be created,,,B,The minimum necessary standard requires covered entities to limit PHI use and disclosure to the minimum needed for the intended purpose.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-040,mc,Which type of PHI disclosure is exempt from the minimum necessary requirement?,Disclosures for health plan marketing campaigns,Disclosures for treatment purposes between health care providers,Disclosures to law enforcement for non-urgent inquiries,Disclosures to employers for workplace wellness programs,,,B,Treatment-related disclosures between health care providers are specifically exempt from the minimum necessary standard.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-041,mc,"Under the HIPAA Privacy Rule, which right do patients have regarding their PHI?",The right to delete any information from the provider's records permanently,"The right to access, inspect, and obtain a copy of their PHI",The right to prevent any provider from viewing their PHI,The right to edit their medical records directly without provider involvement,,,B,"The Privacy Rule grants individuals the right to access, inspect, and obtain a copy of their own PHI.",
hlthcr,4. Healthcare Data and Privacy,Q-DAT-042,mc,Which of the following qualifies as a HIPAA covered entity?,A health care provider who transmits health information electronically in connection with covered transactions,A medical device manufacturer that sells equipment to hospitals,A pharmaceutical company that develops prescription drugs,A health and wellness blog that publishes medical advice,,,A,Health care providers who transmit health information electronically in connection with covered transactions are one of the three types of covered entities.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-043,mc,What distinguishes a health care clearinghouse from other covered entities?,It provides direct patient care in a clinical setting,It processes health information received from another entity into a standard format,It sells health insurance policies to individuals,It manufactures medical equipment for hospitals,,,B,Health care clearinghouses process health information received from one entity into a standard format for another entity.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-044,mc,What must a business associate sign before handling PHI on behalf of a covered entity?,A patient consent form,A written Business Associate Agreement,A state medical license application,A provider enrollment form,,,B,A business associate must sign a written Business Associate Agreement (BAA) to comply with HIPAA rules before handling PHI.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-045,mc,Which of the following is an example of a business associate?,A patient receiving treatment at a hospital,A billing company that processes claims containing PHI for a physician's office,A nurse providing direct care to a patient in a hospital,A health insurer paying claims to a provider,,,B,A billing company that handles PHI on behalf of a covered entity is a business associate and must have a BAA in place.,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-046,mc,The HIPAA Security Rule specifically protects which type of information?,All patient information in any form,Electronic protected health information (ePHI),Only paper-based medical records,Only oral communications between providers,,,B,The Security Rule specifically addresses the protection of electronic protected health information (ePHI).,
hlthcr,4. Healthcare Data and Privacy,Q-DAT-047,mc,Which of the following is one of the three core objectives the HIPAA Security Rule aims to ensure for ePHI?,Profitability,Availability,Portability,Marketability,,,B,"The Security Rule requires ensuring the confidentiality, integrity, and availability of ePHI.",
